date,hospital_id,procedure,cash,gross,pct_change
2026-08-17,ccn-050006,us-abdomen,2355,4617,
2026-08-17,ccn-050006,us-pregnancy,1758,3448,
2026-08-17,ccn-050006,xray-extremity,992,1945,
2026-08-17,ccn-050006,xray-leg,859,1684,
2026-08-17,ccn-050007,biopsy-needle,241,246,
2026-08-17,ccn-050007,blood-cbc,27,28,
2026-08-17,ccn-050007,blood-metabolic,41,42,
2026-08-17,ccn-050007,chemo-infusion,622,635,
2026-08-17,ccn-050007,ct-abd-pelvis,312,319,
2026-08-17,ccn-050007,ct-head,106,108,
2026-08-17,ccn-050007,echocardiogram,256,261,
2026-08-17,ccn-050007,er-level3,241,246,
2026-08-17,ccn-050007,er-level4,482,492,
2026-08-17,ccn-050007,er-level5,844,861,
2026-08-17,ccn-050007,flu-shot,83,84,
2026-08-17,ccn-050007,iud-insertion,154,158,
2026-08-17,ccn-050007,iv-hydration,276,282,
2026-08-17,ccn-050007,iv-infusion,622,635,
2026-08-17,ccn-050007,joint-injection,183,186,
2026-08-17,ccn-050007,lithotripsy,138,141,
2026-08-17,ccn-050007,mammogram-diag,60,61,
2026-08-17,ccn-050007,mri-brain,491,501,
2026-08-17,ccn-050007,mri-knee,525,536,
2026-08-17,ccn-050007,mri-spine,469,479,
2026-08-17,ccn-050007,pap-smear,165,168,
2026-08-17,ccn-050007,physical-therapy,91,93,
2026-08-17,ccn-050007,sleep-study,2671,2725,
2026-08-17,ccn-050007,strep-test,69,70,
2026-08-17,ccn-050007,thyroid-us,752,768,
2026-08-17,ccn-050007,urgent-care,138,141,
2026-08-17,ccn-050007,us-abdomen,692,706,
2026-08-17,ccn-050007,us-pregnancy,782,798,
2026-08-17,ccn-050007,xray-extremity,211,215,
2026-08-17,ccn-050009,biopsy-needle,5258,10310,
2026-08-17,ccn-050009,blood-cbc,2,4,
2026-08-17,ccn-050009,blood-metabolic,15,30,
2026-08-17,ccn-050009,cardiac-cath,21702,42553,
2026-08-17,ccn-050009,carpal-tunnel,4046,7934,
2026-08-17,ccn-050009,cast-fracture,1723,3378,
2026-08-17,ccn-050009,chemo-infusion,1988,3899,
2026-08-17,ccn-050009,chest-xray,1027,2013,
2026-08-17,ccn-050009,colonoscopy,1613,3162,
2026-08-17,ccn-050009,ct-abd-pelvis,4750,9314,
2026-08-17,ccn-050009,ct-head,2400,4705,
2026-08-17,ccn-050009,dialysis,1993,3908,
2026-08-17,ccn-050009,echocardiogram,3127,6131,
2026-08-17,ccn-050009,endoscopy,1602,3141,
2026-08-17,ccn-050009,epidural-inj,3625,7107,
2026-08-17,ccn-050009,er-level3,519,1017,
2026-08-17,ccn-050009,er-level4,807,1583,
2026-08-17,ccn-050009,er-level5,1160,2274,
2026-08-17,ccn-050009,flu-shot,84,165,
2026-08-17,ccn-050009,hernia-repair,7973,15633,
2026-08-17,ccn-050009,iud-insertion,2473,4849,
2026-08-17,ccn-050009,iv-hydration,661,1297,
2026-08-17,ccn-050009,iv-infusion,1845,3617,
2026-08-17,ccn-050009,joint-injection,2007,3936,
2026-08-17,ccn-050009,laceration,1146,2247,
2026-08-17,ccn-050009,mammogram-diag,401,787,
2026-08-17,ccn-050009,mammogram-screen,467,915,
2026-08-17,ccn-050009,mri-brain,3484,6831,
2026-08-17,ccn-050009,mri-knee,6729,13195,
2026-08-17,ccn-050009,mri-spine,9042,17729,
2026-08-17,ccn-050009,physical-therapy,171,335,
2026-08-17,ccn-050009,prostate-biopsy,2609,5116,
2026-08-17,ccn-050009,strep-test,474,929,
2026-08-17,ccn-050009,thyroid-us,2164,4243,
2026-08-17,ccn-050009,us-abdomen,2492,4886,
2026-08-17,ccn-050009,us-pregnancy,2354,4615,
2026-08-17,ccn-050009,xray-extremity,970,1902,
2026-08-17,ccn-050009,xray-leg,1113,2182,
2026-08-17,ccn-050022,blood-metabolic,2266,2266,
2026-08-17,ccn-050022,chemo-infusion,400,400,
2026-08-17,ccn-050022,chest-xray,1429,1429,
2026-08-17,ccn-050022,ct-abd-pelvis,26037,26037,
2026-08-17,ccn-050022,ct-head,14900,14900,
2026-08-17,ccn-050022,dialysis,7244,7244,
2026-08-17,ccn-050022,echocardiogram,11844,11844,
2026-08-17,ccn-050022,er-level3,6007,6007,
2026-08-17,ccn-050022,er-level4,10526,10526,
2026-08-17,ccn-050022,er-level5,15824,15824,
2026-08-17,ccn-050022,flu-shot,135,135,
2026-08-17,ccn-050022,iv-hydration,2295,2295,
2026-08-17,ccn-050022,iv-infusion,2295,2295,
2026-08-17,ccn-050022,mammogram-diag,1344,1344,
2026-08-17,ccn-050022,mammogram-screen,1300,1300,
2026-08-17,ccn-050022,mri-brain,19922,19922,
2026-08-17,ccn-050022,mri-knee,13281,13281,
2026-08-17,ccn-050022,mri-spine,13281,13281,
2026-08-17,ccn-050022,physical-therapy,618,618,
2026-08-17,ccn-050022,strep-test,114,114,
2026-08-17,ccn-050022,thyroid-us,1005,1005,
2026-08-17,ccn-050022,urgent-care,494,494,
2026-08-17,ccn-050022,us-abdomen,4222,4222,
2026-08-17,ccn-050022,us-pregnancy,5716,5716,
2026-08-17,ccn-050022,xray-extremity,1358,1358,
2026-08-17,ccn-050022,xray-leg,2622,2622,
2026-08-17,ccn-050024,appendectomy,7737,13088,
2026-08-17,ccn-050024,blood-cbc,7,16,
2026-08-17,ccn-050024,blood-metabolic,10,405,
2026-08-17,ccn-050024,cardiac-cath,4149,19891,
2026-08-17,ccn-050024,carpal-tunnel,2499,11255,
2026-08-17,ccn-050024,cast-fracture,357,712,
2026-08-17,ccn-050024,cataract,2953,16498,
2026-08-17,ccn-050024,cesarean,16935,,
2026-08-17,ccn-050024,chemo-infusion,422,893,
2026-08-17,ccn-050024,chest-xray,111,597,
2026-08-17,ccn-050024,ct-abd-pelvis,446,3356,
2026-08-17,ccn-050024,ct-head,133,2498,
2026-08-17,ccn-050024,dialysis,878,4736,
2026-08-17,ccn-050024,echocardiogram,699,5775,
2026-08-17,ccn-050024,er-level3,349,2888,
2026-08-17,ccn-050024,er-level4,534,2201,
2026-08-17,ccn-050024,er-level5,762,6930,
2026-08-17,ccn-050024,gallbladder,7737,18998,
2026-08-17,ccn-050024,hernia-repair,4582,19631,
2026-08-17,ccn-050024,hip-replacement,19637,,
2026-08-17,ccn-050024,iv-hydration,272,1389,
2026-08-17,ccn-050024,iv-infusion,272,1389,
2026-08-17,ccn-050024,joint-injection,392,734,
2026-08-17,ccn-050024,knee-replacement,19637,,
2026-08-17,ccn-050024,knee-scope,4187,23100,
2026-08-17,ccn-050024,laceration,256,507,
2026-08-17,ccn-050024,mammogram-diag,102,270,
2026-08-17,ccn-050024,mammogram-screen,108,348,
2026-08-17,ccn-050024,mri-brain,305,3766,
2026-08-17,ccn-050024,mri-knee,305,3622,
2026-08-17,ccn-050024,mri-spine,305,3660,
2026-08-17,ccn-050024,pap-smear,26,27,
2026-08-17,ccn-050024,physical-therapy,32,209,
2026-08-17,ccn-050024,shoulder-scope,9286,17325,
2026-08-17,ccn-050024,thyroid-us,133,490,
2026-08-17,ccn-050024,us-abdomen,133,1386,
2026-08-17,ccn-050024,us-pregnancy,133,622,
2026-08-17,ccn-050024,xray-extremity,111,815,
2026-08-17,ccn-050024,xray-leg,111,813,
2026-08-17,ccn-050025,allergy-test,57,104,
2026-08-17,ccn-050025,appendectomy,28335,51518,
2026-08-17,ccn-050025,biopsy-needle,3236,5884,
2026-08-17,ccn-050025,blood-cbc,64,117,
2026-08-17,ccn-050025,blood-metabolic,174,316,
2026-08-17,ccn-050025,cardiac-cath,9760,17745,
2026-08-17,ccn-050025,carpal-tunnel,9432,17149,
2026-08-17,ccn-050025,cast-fracture,1075,1955,
2026-08-17,ccn-050025,cataract,37599,68361,
2026-08-17,ccn-050025,cesarean,53389,97070,
2026-08-17,ccn-050025,chemo-infusion,1547,2813,
2026-08-17,ccn-050025,chest-xray,425,773,
2026-08-17,ccn-050025,colonoscopy,4408,8015,
2026-08-17,ccn-050025,ct-abd-pelvis,2798,5087,
2026-08-17,ccn-050025,ct-head,1559,2834,
2026-08-17,ccn-050025,dialysis,1362,2477,
2026-08-17,ccn-050025,echocardiogram,2003,3642,
2026-08-17,ccn-050025,endoscopy,4174,7589,
2026-08-17,ccn-050025,epidural-inj,1609,2926,
2026-08-17,ccn-050025,er-level3,2093,3806,
2026-08-17,ccn-050025,er-level4,4598,8359,
2026-08-17,ccn-050025,er-level5,8104,14734,
2026-08-17,ccn-050025,gallbladder,28559,51926,
2026-08-17,ccn-050025,hearing-test,419,761,
2026-08-17,ccn-050025,hernia-repair,21732,39513,
2026-08-17,ccn-050025,hip-replacement,58623,106587,
2026-08-17,ccn-050025,hysterectomy,64894,117990,
2026-08-17,ccn-050025,iud-insertion,2955,5372,
2026-08-17,ccn-050025,iv-hydration,221,402,
2026-08-17,ccn-050025,iv-infusion,317,577,
2026-08-17,ccn-050025,joint-injection,913,1660,
2026-08-17,ccn-050025,knee-replacement,58623,106587,
2026-08-17,ccn-050025,knee-scope,17055,31010,
2026-08-17,ccn-050025,lithotripsy,13214,24025,
2026-08-17,ccn-050025,mammogram-diag,326,593,
2026-08-17,ccn-050025,mammogram-screen,364,661,
2026-08-17,ccn-050025,mri-brain,1774,3225,
2026-08-17,ccn-050025,mri-knee,2605,4736,
2026-08-17,ccn-050025,mri-spine,2232,4058,
2026-08-17,ccn-050025,physical-therapy,166,301,
2026-08-17,ccn-050025,prostate-biopsy,4412,8021,
2026-08-17,ccn-050025,shoulder-scope,30794,55989,
2026-08-17,ccn-050025,strep-test,51,92,
2026-08-17,ccn-050025,thyroid-us,1120,2036,
2026-08-17,ccn-050025,tonsillectomy,17275,31410,
2026-08-17,ccn-050025,urgent-care,175,318,
2026-08-17,ccn-050025,us-abdomen,1225,2228,
2026-08-17,ccn-050025,us-pregnancy,863,1569,
2026-08-17,ccn-050025,xray-extremity,566,1029,
2026-08-17,ccn-050025,xray-leg,356,648,
2026-08-17,ccn-050026,biopsy-needle,5093,6791,
2026-08-17,ccn-050026,blood-cbc,148,197,
2026-08-17,ccn-050026,blood-metabolic,339,452,
2026-08-17,ccn-050026,cardiac-cath,16573,22097,
2026-08-17,ccn-050026,carpal-tunnel,6837,9116,
2026-08-17,ccn-050026,cast-fracture,666,888,
2026-08-17,ccn-050026,cesarean,77421,103228,
2026-08-17,ccn-050026,chemo-infusion,1971,2628,
2026-08-17,ccn-050026,chest-xray,532,710,
2026-08-17,ccn-050026,colonoscopy,2537,3383,
2026-08-17,ccn-050026,ct-abd-pelvis,4994,6658,
2026-08-17,ccn-050026,ct-head,2786,3714,
2026-08-17,ccn-050026,dialysis,2060,2746,
2026-08-17,ccn-050026,echocardiogram,4514,6019,
2026-08-17,ccn-050026,endoscopy,2668,3558,
2026-08-17,ccn-050026,epidural-inj,2718,3624,
2026-08-17,ccn-050026,er-level3,2188,2917,
2026-08-17,ccn-050026,er-level4,7800,10400,
2026-08-17,ccn-050026,er-level5,11400,15200,
2026-08-17,ccn-050026,flu-shot,15,20,
2026-08-17,ccn-050026,hip-replacement,108334,144446,
2026-08-17,ccn-050026,iud-insertion,1064,1418,
2026-08-17,ccn-050026,iv-hydration,825,1100,
2026-08-17,ccn-050026,iv-infusion,926,1235,
2026-08-17,ccn-050026,joint-injection,1499,1999,
2026-08-17,ccn-050026,knee-replacement,108334,144446,
2026-08-17,ccn-050026,laceration,1517,2023,
2026-08-17,ccn-050026,mammogram-diag,420,560,
2026-08-17,ccn-050026,mammogram-screen,435,580,
2026-08-17,ccn-050026,mri-brain,3036,4048,
2026-08-17,ccn-050026,mri-knee,3247,4329,
2026-08-17,ccn-050026,mri-spine,3112,4149,
2026-08-17,ccn-050026,physical-therapy,164,218,
2026-08-17,ccn-050026,prostate-biopsy,3221,4295,
2026-08-17,ccn-050026,sleep-study,5535,7380,
2026-08-17,ccn-050026,strep-test,132,176,
2026-08-17,ccn-050026,thyroid-us,1016,1354,
2026-08-17,ccn-050026,urgent-care,311,415,
2026-08-17,ccn-050026,us-abdomen,1400,1866,
2026-08-17,ccn-050026,us-pregnancy,1069,1425,
2026-08-17,ccn-050026,xray-extremity,575,767,
2026-08-17,ccn-050026,xray-leg,513,684,
2026-08-17,ccn-050030,allergy-test,8,15,
2026-08-17,ccn-050030,appendectomy,874,1748,
2026-08-17,ccn-050030,biopsy-needle,2953,5906,
2026-08-17,ccn-050030,blood-cbc,55,110,
2026-08-17,ccn-050030,blood-metabolic,70,140,
2026-08-17,ccn-050030,cardiac-cath,6095,12189,
2026-08-17,ccn-050030,carpal-tunnel,1488,2976,
2026-08-17,ccn-050030,cast-fracture,81,161,
2026-08-17,ccn-050030,cataract,2563,5125,
2026-08-17,ccn-050030,chemo-infusion,640,1280,
2026-08-17,ccn-050030,chest-xray,263,525,
2026-08-17,ccn-050030,colonoscopy,452,904,
2026-08-17,ccn-050030,ct-abd-pelvis,3008,6015,
2026-08-17,ccn-050030,ct-head,922,1843,
2026-08-17,ccn-050030,dialysis,395,790,
2026-08-17,ccn-050030,echocardiogram,2334,4668,
2026-08-17,ccn-050030,ekg,37,73,
2026-08-17,ccn-050030,endoscopy,301,601,
2026-08-17,ccn-050030,epidural-inj,1883,3765,
2026-08-17,ccn-050030,er-level3,637,1273,
2026-08-17,ccn-050030,er-level4,743,1485,
2026-08-17,ccn-050030,er-level5,743,1485,
2026-08-17,ccn-050030,flu-shot,41,81,
2026-08-17,ccn-050030,gallbladder,1365,2729,
2026-08-17,ccn-050030,hernia-repair,1119,2238,
2026-08-17,ccn-050030,hip-replacement,2272,4544,
2026-08-17,ccn-050030,hysterectomy,1941,3881,
2026-08-17,ccn-050030,iud-insertion,143,285,
2026-08-17,ccn-050030,iv-hydration,429,858,
2026-08-17,ccn-050030,iv-infusion,425,849,
2026-08-17,ccn-050030,joint-injection,945,1889,
2026-08-17,ccn-050030,knee-replacement,3018,6035,
2026-08-17,ccn-050030,knee-scope,2090,4179,
2026-08-17,ccn-050030,laceration,155,309,
2026-08-17,ccn-050030,lithotripsy,8275,16550,
2026-08-17,ccn-050030,mammogram-diag,322,643,
2026-08-17,ccn-050030,mammogram-screen,347,693,
2026-08-17,ccn-050030,mri-brain,1825,3649,
2026-08-17,ccn-050030,mri-knee,1825,3649,
2026-08-17,ccn-050030,mri-spine,1825,3649,
2026-08-17,ccn-050030,physical-therapy,58,116,
2026-08-17,ccn-050030,shoulder-scope,2176,4352,
2026-08-17,ccn-050030,sleep-study,2255,4509,
2026-08-17,ccn-050030,strep-test,28,56,
2026-08-17,ccn-050030,thyroid-us,677,1353,
2026-08-17,ccn-050030,tonsillectomy,538,1075,
2026-08-17,ccn-050030,urgent-care,104,207,
2026-08-17,ccn-050030,us-abdomen,677,1353,
2026-08-17,ccn-050030,us-pregnancy,677,1353,
2026-08-17,ccn-050030,xray-extremity,394,788,
2026-08-17,ccn-050030,xray-leg,394,788,
2026-08-17,ccn-050039,biopsy-needle,3063,6807,
2026-08-17,ccn-050039,blood-cbc,18,39,
2026-08-17,ccn-050039,blood-metabolic,24,53,
2026-08-17,ccn-050039,cardiac-cath,34189,75976,
2026-08-17,ccn-050039,cast-fracture,346,768,
2026-08-17,ccn-050039,cataract,2003,4452,
2026-08-17,ccn-050039,chemo-infusion,967,2149,
2026-08-17,ccn-050039,chest-xray,762,1693,
2026-08-17,ccn-050039,ct-abd-pelvis,2925,6500,
2026-08-17,ccn-050039,ct-head,2925,6500,
2026-08-17,ccn-050039,echocardiogram,2722,6050,
2026-08-17,ccn-050039,endoscopy,4293,9540,
2026-08-17,ccn-050039,epidural-inj,1370,3044,
2026-08-17,ccn-050039,er-level3,1557,3459,
2026-08-17,ccn-050039,er-level4,2655,5899,
2026-08-17,ccn-050039,er-level5,3677,8171,
2026-08-17,ccn-050039,flu-shot,11,24,
2026-08-17,ccn-050039,hearing-test,115,256,
2026-08-17,ccn-050039,iud-insertion,76,170,
2026-08-17,ccn-050039,iv-hydration,228,507,
2026-08-17,ccn-050039,iv-infusion,478,1062,
2026-08-17,ccn-050039,joint-injection,246,547,
2026-08-17,ccn-050039,laceration,154,343,
2026-08-17,ccn-050039,mri-brain,3543,7873,
2026-08-17,ccn-050039,mri-knee,1494,3321,
2026-08-17,ccn-050039,mri-spine,3727,8282,
2026-08-17,ccn-050039,physical-therapy,73,162,
2026-08-17,ccn-050039,prostate-biopsy,1773,3939,
2026-08-17,ccn-050039,strep-test,28,62,
2026-08-17,ccn-050039,thyroid-us,1008,2239,
2026-08-17,ccn-050039,urgent-care,141,175,
2026-08-17,ccn-050039,us-abdomen,1900,4223,
2026-08-17,ccn-050039,us-pregnancy,1298,2885,
2026-08-17,ccn-050039,xray-extremity,864,1920,
2026-08-17,ccn-050039,xray-leg,670,1489,
2026-08-17,ccn-050069,biopsy-needle,4007,7857,
2026-08-17,ccn-050069,blood-cbc,2,4,
2026-08-17,ccn-050069,blood-metabolic,15,30,
2026-08-17,ccn-050069,cardiac-cath,10281,20159,
2026-08-17,ccn-050069,carpal-tunnel,4070,7981,
2026-08-17,ccn-050069,cast-fracture,1116,2189,
2026-08-17,ccn-050069,chemo-infusion,1275,2500,
2026-08-17,ccn-050069,chest-xray,1084,2125,
2026-08-17,ccn-050069,colonoscopy,1268,2486,
2026-08-17,ccn-050069,ct-abd-pelvis,6375,12500,
2026-08-17,ccn-050069,ct-head,2066,4050,
2026-08-17,ccn-050069,dialysis,1135,2226,
2026-08-17,ccn-050069,echocardiogram,2082,4082,
2026-08-17,ccn-050069,endoscopy,1260,2470,
2026-08-17,ccn-050069,epidural-inj,7226,14168,
2026-08-17,ccn-050069,er-level3,449,880,
2026-08-17,ccn-050069,er-level4,699,1370,
2026-08-17,ccn-050069,er-level5,1004,1968,
2026-08-17,ccn-050069,hernia-repair,8020,15726,
2026-08-17,ccn-050069,iud-insertion,7910,15510,
2026-08-17,ccn-050069,iv-hydration,1007,1975,
2026-08-17,ccn-050069,iv-infusion,1226,2404,
2026-08-17,ccn-050069,joint-injection,7589,14880,
2026-08-17,ccn-050069,laceration,1313,2574,
2026-08-17,ccn-050069,mammogram-diag,492,965,
2026-08-17,ccn-050069,mammogram-screen,501,982,
2026-08-17,ccn-050069,mri-brain,2542,4985,
2026-08-17,ccn-050069,mri-knee,3988,7820,
2026-08-17,ccn-050069,mri-spine,4424,8674,
2026-08-17,ccn-050069,physical-therapy,121,237,
2026-08-17,ccn-050069,prostate-biopsy,2655,5206,
2026-08-17,ccn-050069,sleep-study,2883,5653,
2026-08-17,ccn-050069,thyroid-us,1404,2752,
2026-08-17,ccn-050069,us-abdomen,2355,4617,
2026-08-17,ccn-050069,us-pregnancy,1758,3448,
2026-08-17,ccn-050069,xray-extremity,992,1945,
2026-08-17,ccn-050069,xray-leg,859,1684,
2026-08-17,ccn-050070,allergy-test,627,1120,
2026-08-17,ccn-050070,appendectomy,22680,40500,
2026-08-17,ccn-050070,biopsy-needle,4094,7310,
2026-08-17,ccn-050070,blood-cbc,123,220,
2026-08-17,ccn-050070,blood-metabolic,255,456,
2026-08-17,ccn-050070,cardiac-cath,19488,34800,
2026-08-17,ccn-050070,carpal-tunnel,5309,9480,
2026-08-17,ccn-050070,cast-fracture,762,1360,
2026-08-17,ccn-050070,cataract,8624,15400,
2026-08-17,ccn-050070,chemo-infusion,1103,1970,
2026-08-17,ccn-050070,chest-xray,504,900,
2026-08-17,ccn-050070,colonoscopy,3679,6570,
2026-08-17,ccn-050070,ct-abd-pelvis,4754,8490,
2026-08-17,ccn-050070,ct-head,2682,4790,
2026-08-17,ccn-050070,dialysis,2453,4380,
2026-08-17,ccn-050070,echocardiogram,3825,6830,
2026-08-17,ccn-050070,ekg,90,160,
2026-08-17,ccn-050070,endoscopy,3707,6620,
2026-08-17,ccn-050070,epidural-inj,3662,6540,
2026-08-17,ccn-050070,er-level3,1622,2896,
2026-08-17,ccn-050070,er-level4,2713,4844,
2026-08-17,ccn-050070,er-level5,4220,7536,
2026-08-17,ccn-050070,flu-shot,21,37,
2026-08-17,ccn-050070,gallbladder,19219,34320,
2026-08-17,ccn-050070,hearing-test,549,980,
2026-08-17,ccn-050070,hernia-repair,18726,33440,
2026-08-17,ccn-050070,hip-replacement,9162,16360,
2026-08-17,ccn-050070,hysterectomy,23128,41300,
2026-08-17,ccn-050070,iud-insertion,1814,3240,
2026-08-17,ccn-050070,iv-hydration,739,1320,
2026-08-17,ccn-050070,iv-infusion,840,1500,
2026-08-17,ccn-050070,joint-injection,1271,2270,
2026-08-17,ccn-050070,knee-replacement,25760,46000,
2026-08-17,ccn-050070,knee-scope,7325,13080,
2026-08-17,ccn-050070,laceration,801,1430,
2026-08-17,ccn-050070,lithotripsy,14426,25760,
2026-08-17,ccn-050070,mammogram-diag,375,670,
2026-08-17,ccn-050070,mammogram-screen,375,670,
2026-08-17,ccn-050070,mri-brain,3629,6480,
2026-08-17,ccn-050070,mri-knee,3438,6140,
2026-08-17,ccn-050070,mri-spine,3282,5860,
2026-08-17,ccn-050070,pap-smear,92,164,
2026-08-17,ccn-050070,physical-therapy,145,259,
2026-08-17,ccn-050070,shoulder-scope,6300,11250,
2026-08-17,ccn-050070,sleep-study,4889,8730,
2026-08-17,ccn-050070,strep-test,171,306,
2026-08-17,ccn-050070,thyroid-us,907,1620,
2026-08-17,ccn-050070,tonsillectomy,8658,15460,
2026-08-17,ccn-050070,us-abdomen,991,1770,
2026-08-17,ccn-050070,us-pregnancy,946,1690,
2026-08-17,ccn-050070,xray-extremity,633,1130,
2026-08-17,ccn-050070,xray-leg,459,820,
2026-08-17,ccn-050071,allergy-test,627,1120,
2026-08-17,ccn-050071,appendectomy,22680,40500,
2026-08-17,ccn-050071,biopsy-needle,4094,7310,
2026-08-17,ccn-050071,blood-cbc,123,220,
2026-08-17,ccn-050071,blood-metabolic,255,456,
2026-08-17,ccn-050071,cardiac-cath,19488,34800,
2026-08-17,ccn-050071,carpal-tunnel,5309,9480,
2026-08-17,ccn-050071,cast-fracture,762,1360,
2026-08-17,ccn-050071,cataract,8624,15400,
2026-08-17,ccn-050071,chemo-infusion,1103,1970,
2026-08-17,ccn-050071,chest-xray,504,900,
2026-08-17,ccn-050071,colonoscopy,3679,6570,
2026-08-17,ccn-050071,ct-abd-pelvis,4754,8490,
2026-08-17,ccn-050071,ct-head,2682,4790,
2026-08-17,ccn-050071,dialysis,2453,4380,
2026-08-17,ccn-050071,echocardiogram,3825,6830,
2026-08-17,ccn-050071,ekg,90,160,
2026-08-17,ccn-050071,endoscopy,3707,6620,
2026-08-17,ccn-050071,epidural-inj,3662,6540,
2026-08-17,ccn-050071,er-level3,1622,2896,
2026-08-17,ccn-050071,er-level4,2713,4844,
2026-08-17,ccn-050071,er-level5,4220,7536,
2026-08-17,ccn-050071,flu-shot,21,37,
2026-08-17,ccn-050071,gallbladder,19219,34320,
2026-08-17,ccn-050071,hearing-test,549,980,
2026-08-17,ccn-050071,hernia-repair,18726,33440,
2026-08-17,ccn-050071,hip-replacement,9162,16360,
2026-08-17,ccn-050071,hysterectomy,23128,41300,
2026-08-17,ccn-050071,iud-insertion,1814,3240,
2026-08-17,ccn-050071,iv-hydration,739,1320,
2026-08-17,ccn-050071,iv-infusion,840,1500,
2026-08-17,ccn-050071,joint-injection,1271,2270,
2026-08-17,ccn-050071,knee-replacement,25760,46000,
2026-08-17,ccn-050071,knee-scope,7325,13080,
2026-08-17,ccn-050071,laceration,801,1430,
2026-08-17,ccn-050071,lithotripsy,14426,25760,
2026-08-17,ccn-050071,mammogram-diag,375,670,
2026-08-17,ccn-050071,mammogram-screen,375,670,
2026-08-17,ccn-050071,mri-brain,3629,6480,
2026-08-17,ccn-050071,mri-knee,3438,6140,
2026-08-17,ccn-050071,mri-spine,3282,5860,
2026-08-17,ccn-050071,pap-smear,92,164,
2026-08-17,ccn-050071,physical-therapy,145,259,
2026-08-17,ccn-050071,shoulder-scope,6300,11250,
2026-08-17,ccn-050071,sleep-study,4889,8730,
2026-08-17,ccn-050071,strep-test,171,306,
2026-08-17,ccn-050071,thyroid-us,907,1620,
2026-08-17,ccn-050071,tonsillectomy,8658,15460,
2026-08-17,ccn-050071,us-abdomen,991,1770,
2026-08-17,ccn-050071,us-pregnancy,946,1690,
2026-08-17,ccn-050071,xray-extremity,633,1130,
